"idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtcgb","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","lrscale","prtclcgb","prtdgcl","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdngb","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","blgetmg","facntr","mocntr","vteumbgb","evpdemp","pdempyr","lvpntyr","evlvptn","lvptnyr","evmar","maryr","bthcld","nbthcld","plnftr","hhmmb","gndr","yrbrn","agea","maritalb","domicil","eisced","edagegb","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","region","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","anweight"
59629,"GB",30,2,NA,3,3,3,2,3,2,2,2,5,5,5,5,7,0,7,"Yes",1,0,0,0,0,1,0,0,0,1,8,1,2,7,7,7,7,5,6,2,3,3,4,0,3,3,3,4,2,2,6,6,4,3,0,2,2,"No",8,3,0,NA,NA,3,7,7,0,1,1,NA,0,1,1,2,1,1964,1972,1,1972,1,1977,1,1,7,1,0,1948,70,4,"town",NA,15,10,6,1,2013,"Self-employed",0,NA,1,0,NA,10,10,NA,50,61,5,2153,0,1,0,0,"Yes, previously",4,1,2,NA,"UKK",2,3,2,4,4,4,4,4,3,2,2,2,2,1,2,4,4,4,4,1,2,3,3,3,3,2,4,3,3,2,3,4,2,2,3,3,4,3,3,2,0.95753694
59630,"GB",360,4,540,4,7,5,2,5,4,3,3,8,9,9,6,7,3,8,"Yes",1,0,0,0,0,1,0,1,1,1,7,1,2,8,7,8,9,6,9,4,2,5,2,0,2,2,3,8,6,5,8,6,5,3,0,2,2,"No",10,8,1,2,2,3,7,7,0,1,1,NA,0,1,1,1,1,1981,1981,1,1987,0,NA,0,NA,1,1,1,NA,NA,6,"city",6,21,17,1,NA,NA,"Self-employed",1,NA,1,0,NA,10,10,50,50,73,5,2642,0,0,NA,NA,"No",2,6,1,NA,"UKI",4,3,4,10,7,5,3,3,3,2,2,2,2,1,2,3,2,2,3,1,2,1,3,1,2,2,3,3,2,1,3,2,1,2,1,1,1,1,2,3,1.1494894
59654,"GB",120,5,240,6,8,6,3,1,2,1,1,5,5,10,5,5,5,5,"Yes",10,0,0,0,0,0,0,0,1,0,5,NA,NA,8,3,3,5,8,3,1,1,5,1,6,3,3,3,3,3,3,8,7,5,2,0,3,3,"No",10,3,1,2,3,7,4,1,0,1,1,NA,0,1,1,2,1,1972,1974,1,1978,1,1978,1,3,6,2,1,1957,61,1,"town",1,15,11,1,NA,NA,"Self-employed",0,NA,1,0,NA,1,0,18,20,64,4,5243,0,0,NA,NA,"No",2,7,1,2,"UKN",2,2,2,3,3,2,2,4,3,4,2,2,1,1,2,3,5,5,4,3,5,1,1,1,3,4,1,1,1,1,1,4,1,5,4,5,1,1,4,3,2.035618
59658,"GB",60,5,120,5,7,6,2,2,2,2,3,5,8,8,3,4,5,5,"Yes",1,0,0,0,0,0,0,0,0,1,7,1,2,9,3,4,6,7,4,4,1,5,2,4,2,2,2,6,5,NA,9,6,4,4,0,1,2,"Yes to some extent",8,3,0,NA,NA,3,5,7,0,1,1,NA,0,1,1,1,1,1978,1978,1,1989,1,1989,1,1,2,2,0,1962,56,1,"town",2,18,14,6,1,2017,"Self-employed",0,NA,1,0,NA,9,1,38,40,30,4,7200,0,0,NA,NA,"No",7,9,1,4,"UKK",3,3,2,8,7,7,4,4,4,2,2,1,4,2,2,4,3,4,3,5,5,4,3,5,5,2,3,4,2,3,2,4,4,5,2,3,2,3,2,3,1.9150739
59673,"GB",20,5,NA,5,6,7,3,2,4,2,NA,3,5,6,0,0,0,NA,"No",NA,0,0,0,0,0,0,0,0,1,6,1,4,8,8,4,3,7,7,3,2,4,4,3,2,2,2,8,7,5,9,5,2,3,0,1,1,"No",9,6,0,NA,NA,0,7,7,0,1,1,NA,0,0,1,1,1,1978,1981,1,1981,1,1983,1,3,5,2,0,1957,62,1,"town",7,18,17,1,NA,NA,"Employee",NA,2,4,0,NA,9,1,38,NA,26,4,2351,0,0,NA,NA,"No",1,10,1,1,"UKF",3,3,1,9,4,9,8,4,3,2,2,2,5,1,2,4,1,4,4,3,4,1,1,2,4,5,2,2,2,2,2,2,2,3,2,3,4,1,2,1,1.9505227
59685,"GB",30,5,120,1,1,5,4,1,1,1,1,3,5,7,4,2,3,7,"Yes",1,0,0,0,0,1,0,0,0,0,NA,NA,NA,10,5,2,4,5,3,2,1,5,1,NA,4,4,4,3,3,2,9,7,4,4,1,2,2,"No",4,0,0,NA,NA,0,6,6,1,1,1,NA,0,1,1,1,0,NA,1993,1,1993,1,1993,1,2,5,4,1,1973,45,1,"town",4,18,NA,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,60,60,88,5,5311,0,0,NA,NA,"No",1,10,1,2,"UKJ",3,2,2,8,8,5,5,3,2,1,2,1,3,2,3,3,4,4,4,2,1,2,3,5,4,1,1,1,1,1,1,2,2,2,1,1,2,1,5,1,8.88688
59724,"GB",60,5,240,1,2,5,4,3,2,3,1,5,6,7,6,NA,5,NA,"No",NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,8,5,6,6,6,8,2,1,5,2,5,3,3,3,4,2,3,4,4,2,2,0,4,1,"No",10,5,0,NA,NA,0,5,7,0,1,1,NA,0,1,1,1,1,2006,2006,1,2006,0,NA,1,3,7,5,1,1990,28,6,"town",4,18,13,8,1,2018,"Self-employed",0,NA,1,0,NA,10,10,NA,NA,96,5,5141,0,0,NA,NA,"No",1,2,4,6,"UKH",2,3,2,7,4,5,4,3,4,3,1,2,2,1,2,3,2,2,2,2,3,2,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,3,2,2.8376615
59767,"GB",60,5,180,8,7,7,2,3,3,2,2,5,5,4,4,4,1,5,"Yes",1,0,0,0,0,1,0,0,0,0,4,NA,NA,7,3,2,6,5,3,3,1,5,2,0,2,2,2,6,5,6,9,6,4,4,1,1,1,"No",10,0,1,1,1,6,6,6,0,1,1,NA,0,1,1,2,1,1981,1985,1,1985,1,1984,1,2,6,1,0,1965,53,3,"town",3,16,11,1,NA,NA,"Employee",NA,1,1,0,NA,5,0,37,37,25,4,7212,0,0,NA,NA,"Yes, previously",1,3,2,NA,"UKE",2,3,1,10,8,8,4,4,4,2,1,1,4,2,2,4,4,4,4,4,5,1,4,1,1,4,1,1,4,4,4,5,1,5,2,5,1,1,2,2,1.2708223
59772,"GB",180,1,NA,6,6,6,2,3,2,3,3,7,7,8,5,6,6,6,"Yes",3,0,0,0,0,0,0,0,0,0,6,NA,NA,7,7,6,6,6,7,2,2,2,2,6,2,2,3,8,8,8,8,5,3,3,0,2,2,"No",6,6,1,2,2,8,3,3,0,1,1,NA,0,1,1,1,1,1938,1950,0,NA,1,1950,1,3,8,1,1,1928,90,5,"town",1,15,10,6,1,1950,"Employee",NA,3,3,0,NA,4,0,40,40,84,1,4000,0,0,NA,NA,"No",4,NA,1,NA,"UKH",3,3,3,10,10,10,8,2,2,2,3,1,3,2,2,3,2,2,2,1,5,1,2,1,1,1,2,2,5,2,2,2,1,5,2,5,2,3,2,2,1.0279429
59781,"GB",120,5,300,5,9,8,1,2,1,2,1,5,5,7,4,5,6,7,"Yes",2,0,0,0,0,0,0,0,0,1,5,2,2,9,5,2,5,3,6,2,2,4,2,7,NA,2,2,7,6,7,9,6,5,4,0,NA,1,"No",9,8,0,NA,NA,2,7,7,0,1,1,NA,0,1,1,1,1,1955,1955,1,1960,1,1960,1,3,2,1,1,1935,83,5,"town",5,20,15,6,1,1994,"Employee",NA,1,2,0,NA,6,2,30,35,85,1,2341,0,0,NA,NA,"Yes, previously",4,NA,1,NA,"UKJ",2,2,2,8,8,6,5,4,4,2,1,1,4,2,2,4,4,4,4,3,5,NA,5,3,3,3,1,1,5,2,2,5,2,5,2,4,1,1,3,5,1.061309
59821,"GB",60,5,120,3,4,5,3,2,2,2,3,7,6,8,6,6,5,7,"Yes",1,0,0,0,0,1,0,1,0,0,5,NA,NA,9,6,6,6,7,5,2,2,5,2,5,2,2,2,5,5,5,8,7,3,3,0,2,1,"No",8,5,0,NA,NA,5,5,6,0,1,1,NA,0,0,0,NA,1,2000,2002,1,2005,1,2015,1,1,2,3,1,1981,37,1,"village",5,21,16,8,1,2016,"Employee",NA,1,4,1,5,9,8,40,45,73,4,2433,0,0,NA,NA,"No",1,9,2,9,"UKJ",3,3,2,9,9,7,7,4,4,1,1,1,2,2,3,3,3,3,3,3,4,2,2,3,2,3,2,2,3,3,2,2,2,3,2,4,2,2,2,2,1.8682693
60001,"GB",30,5,60,4,5,4,4,3,2,1,1,4,6,8,3,3,5,5,"No",NA,0,0,0,0,1,0,0,0,0,5,NA,NA,7,8,5,5,8,4,2,3,2,3,5,3,3,3,7,6,5,9,5,4,3,0,2,1,"No",7,5,1,3,11,5,5,1,0,0,0,2011,0,0,0,55,1,2011,2011,1,2015,0,NA,0,NA,1,2,1,1987,31,6,"suburbs",5,19,10,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,40,NA,96,5,5142,1,0,NA,NA,"No",1,8,1,1,"UKH",3,3,3,7,9,5,5,3,3,2,3,1,3,2,2,3,2,2,2,1,5,2,4,5,5,5,2,4,4,4,4,2,5,2,2,4,1,2,4,2,2.8376615
60024,"GB",1200,4,180,6,6,6,3,2,3,2,2,3,4,7,6,5,2,3,"Yes",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,8,5,5,6,6,5,2,3,4,3,4,2,3,3,4,5,4,5,6,3,3,0,3,2,"No",9,5,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,1987,1985,1,1998,1,1998,1,1,2,3,0,1965,53,1,"city",7,21,16,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,45,45,81,4,9200,0,0,NA,NA,"No",1,4,1,1,"UKG",3,4,3,4,4,3,3,2,3,2,2,3,4,3,4,3,4,3,4,2,3,2,3,2,3,4,3,2,3,2,3,2,2,3,2,3,2,3,4,3,4.07802
60102,"GB",60,5,180,3,4,4,4,2,1,2,1,6,9,9,7,8,7,7,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,10,4,4,5,7,5,1,1,5,1,5,2,2,2,2,2,4,9,6,4,3,0,2,1,"No",1,4,0,NA,NA,0,7,6,0,1,1,NA,0,1,1,55,1,2016,2009,1,2009,1,2018,1,2,5,4,1,1993,25,1,"village",5,16,12,1,NA,NA,"Employee",NA,1,4,0,NA,8,6,23,23,47,4,5223,0,0,NA,NA,"No",1,4,1,1,"UKC",3,2,3,8,8,10,7,4,3,3,3,2,4,2,2,3,4,4,4,2,6,2,4,1,2,5,2,3,5,2,3,4,2,4,6,5,1,4,5,4,2.8858106
60152,"GB",60,5,660,7,8,8,4,3,2,3,2,8,8,10,7,7,8,8,"No",NA,0,0,0,0,0,1,0,NA,0,5,NA,NA,7,7,6,8,9,8,2,1,5,1,5,1,1,1,8,8,8,9,6,3,3,0,2,1,"No",5,5,0,NA,NA,0,7,7,1,1,1,NA,0,1,1,1,1,2012,2013,1,2018,0,NA,0,NA,8,2,1,1992,26,6,"suburbs",6,20,20,1,NA,NA,"Employee",NA,1,3,0,NA,6,5,8,40,47,4,5223,0,1,1,0,"No",1,3,1,1,"UKN",3,3,3,9,8,6,6,4,4,2,1,1,2,3,3,4,3,2,3,1,5,1,3,3,1,4,2,2,4,2,1,3,2,2,4,3,2,2,3,3,2.8096879
60159,"GB",120,5,120,4,7,7,3,2,1,2,2,3,7,7,3,3,1,1,"Yes",2,0,0,0,0,0,0,0,0,1,4,2,3,8,3,3,3,4,2,2,2,2,4,3,2,2,2,4,4,3,6,3,2,3,0,2,3,"No",3,1,1,6,19,9,2,1,1,1,1,NA,1,0,0,55,1,1990,1990,1,2000,1,2000,0,NA,6,2,1,1976,42,1,"suburbs",1,16,12,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"No",2,3,2,5,"UKG",2,3,1,6,5,4,4,3,3,2,2,2,2,4,2,3,2,3,4,5,5,2,4,2,6,3,3,3,6,3,2,5,2,6,2,3,1,2,1,5,2.9776936
60283,"GB",900,5,300,9,8,7,3,3,1,4,2,4,8,9,3,2,NA,7,"Not eligible to vote",NA,0,0,0,0,0,0,0,0,0,4,NA,NA,8,5,3,5,4,3,2,1,5,1,6,2,1,1,7,9,9,8,6,2,2,0,1,1,"No",7,3,0,NA,NA,1,7,7,0,1,1,NA,0,1,1,NA,0,NA,1111,0,NA,0,NA,0,NA,2,5,1,2000,18,6,"town",4,NA,13,2,1,2018,"Employee",NA,2,4,0,NA,1,0,9,9,14,4,4220,0,0,NA,NA,"No",1,NA,1,8,"UKD",3,3,1,10,10,5,7,4,4,2,2,3,2,1,1,4,4,4,2,4,4,1,2,2,1,1,2,1,3,1,2,1,1,4,2,3,1,2,NA,3,6.4478817
60284,"GB",0,5,60,3,7,9,4,1,1,2,2,2,4,4,3,3,3,3,"Yes",1,0,0,0,0,0,0,0,0,0,4,NA,NA,1,1,1,1,6,6,1,2,5,1,5,3,3,2,3,3,2,2,3,2,1,0,4,4,"Yes a lot",8,7,1,3,11,5,6,7,0,1,1,NA,0,0,0,55,0,NA,NA,1,NA,1,1986,1,2,10,1,0,1985,33,4,"city",4,16,12,5,1,2013,"Employee",NA,2,3,1,6,10,8,40,40,14,4,1321,0,0,NA,NA,"No",6,4,4,NA,"UKI",1,1,2,2,3,8,6,2,2,1,1,1,3,3,2,4,4,3,2,3,5,2,3,2,3,2,2,3,4,1,2,3,6,5,4,1,1,2,2,3,4.0698724
60306,"GB",60,5,180,5,5,7,2,4,3,4,2,7,7,6,5,5,5,6,"Yes",2,0,0,0,0,0,0,1,1,1,4,2,2,10,5,7,8,7,6,3,2,5,3,7,2,2,2,7,6,6,10,2,1,1,0,1,2,"No",10,10,1,1,1,7,6,3,1,1,1,NA,1,0,1,2,1,1993,2001,1,2007,1,2010,1,2,4,3,0,1973,46,4,"city",4,22,17,1,NA,NA,"Employee",NA,1,3,0,NA,0,0,25,40,47,4,8322,0,1,1,1,"No",1,5,2,1,"UKI",4,3,5,10,10,10,8,2,2,3,2,2,4,2,1,3,4,4,4,3,4,2,4,4,4,5,3,3,5,1,2,2,4,3,3,5,2,1,2,5,9.873325
60328,"GB",0,5,330,6,6,6,3,3,1,3,1,5,7,7,5,5,4,5,"Yes",10,0,0,0,0,1,0,0,0,1,8,10,4,9,6,NA,8,6,5,2,3,4,4,1,3,2,3,5,7,6,8,6,4,4,0,4,2,"No",6,2,1,2,10,0,3,1,NA,1,1,NA,0,1,1,2,1,1992,1991,1,2009,1,2009,0,NA,5,2,1,1973,45,1,"town",6,18,19,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,35,35,90,5,2650,0,1,0,0,"No",1,9,1,2,"UKN",3,3,NA,10,6,7,5,3,3,2,1,1,2,2,2,3,3,3,3,1,5,2,2,1,3,1,1,1,4,3,2,2,1,6,1,4,1,1,3,3,1.7916948
60331,"GB",60,5,60,5,7,7,1,4,1,3,1,8,8,7,7,6,6,6,"Yes",1,0,0,0,0,0,0,0,0,1,7,1,2,7,7,7,7,8,6,2,1,4,2,4,2,2,NA,8,7,7,8,6,4,4,0,2,2,"No",9,7,0,NA,NA,5,7,7,0,1,1,NA,0,1,1,1,1,1954,1959,1,1959,1,1959,1,2,5,1,1,1938,80,5,"town",4,16,11,1,NA,NA,"Employee",NA,1,4,0,NA,7,5,15,15,96,4,4311,0,0,NA,NA,"No",4,4,2,NA,"UKH",3,4,3,6,7,7,7,3,3,2,1,2,3,4,2,3,2,3,4,3,5,2,5,2,5,4,2,2,2,3,4,5,2,5,2,5,2,2,2,2,1.0279429
60355,"GB",60,5,120,7,7,6,2,2,1,3,1,5,7,8,6,6,5,6,"Yes",1,0,0,0,0,1,0,1,0,0,7,NA,NA,8,6,7,7,8,8,2,2,3,4,3,2,2,2,6,7,6,8,6,3,4,0,3,2,"No",9,7,1,2,4,9,2,1,0,1,1,NA,0,1,1,2,1,1943,1939,0,NA,0,NA,0,NA,9,1,1,1928,90,6,"suburbs",5,17,18,6,1,1986,"Employee",NA,1,5,1,6,9,7,44,NA,86,2,2131,0,0,NA,NA,"No",4,5,1,NA,"UKI",4,4,3,9,8,8,8,4,3,2,2,2,4,2,2,4,3,3,3,5,6,3,3,2,4,2,2,3,5,2,3,2,2,5,2,3,2,2,2,5,1.3059824
60391,"GB",5,4,10,5,5,5,4,2,1,1,1,2,2,3,0,0,0,0,"Yes",NA,1,0,0,0,0,0,0,0,0,5,NA,NA,3,3,0,2,5,5,3,3,3,3,0,2,3,4,0,5,5,5,3,0,2,1,2,2,"No",5,0,1,1,1,5,6,7,0,1,1,NA,0,1,1,2,1,1976,1986,1,1995,1,1996,1,2,10,4,0,1959,59,1,"suburbs",1,16,11,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,40,40,96,5,5141,0,0,NA,NA,"No",NA,NA,NA,NA,"UKD",1,2,2,5,5,5,5,2,3,2,1,1,2,2,2,4,2,4,4,3,5,1,3,3,5,2,2,2,3,3,2,5,2,5,2,5,1,1,1,3,2.9971619
60463,"GB",0,1,NA,7,2,4,4,1,1,1,1,3,1,4,2,2,1,4,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,5,6,3,3,5,7,2,2,4,3,5,2,2,NA,2,3,4,7,2,2,2,0,2,2,"No",8,6,1,1,1,5,7,7,0,1,1,NA,0,1,1,55,1,1957,1958,1,1958,1,1958,1,10,10,2,1,1941,77,1,"town",1,16,11,6,1,2005,"Employee",NA,1,2,0,NA,1,0,40,40,56,4,9412,0,0,NA,NA,"No",4,2,2,4,"UKG",2,3,1,5,7,7,6,2,3,4,1,1,3,2,2,4,3,3,2,2,5,4,5,3,1,2,2,3,5,2,1,5,3,5,4,3,2,2,3,3,3.3830783
60504,"GB",60,1,NA,10,10,10,2,3,2,3,2,9,10,10,9,8,5,7,"Yes",3,0,0,0,0,0,0,0,0,1,4,3,3,6,4,5,8,7,7,2,1,5,3,5,2,2,2,6,7,5,8,6,4,4,1,1,3,"Yes a lot",8,4,1,2,2,10,3,1,0,1,1,NA,0,1,1,1,0,NA,1949,1,1957,1,1957,1,2,5,1,1,1931,87,5,"town",6,22,22,6,1,1985,"Employee",NA,1,3,1,1,3,4,30,45,85,2,2330,0,0,NA,NA,"Yes, previously",4,1,2,NA,"UKK",5,4,3,10,10,9,7,4,1,1,1,1,4,1,4,4,3,4,3,2,6,1,2,3,2,1,1,6,6,1,1,1,2,3,1,3,1,1,5,6,1.1193396
60526,"GB",90,5,180,5,4,7,1,3,3,3,2,4,7,7,3,3,2,6,"Yes",1,0,0,0,0,0,0,0,0,0,5,NA,NA,9,7,4,9,5,8,4,2,4,3,2,2,2,2,8,7,5,10,7,3,4,0,1,2,"No",9,3,1,1,1,7,4,2,0,1,1,NA,0,1,1,2,1,1976,1983,1,1986,1,1987,1,1,2,2,0,1960,58,1,"village",7,16,11,1,NA,NA,"Employee",NA,3,1,1,3,10,10,40,43,66,4,2412,0,0,NA,NA,"Yes, previously",1,10,1,1,"UKJ",3,5,3,8,8,8,4,4,4,2,3,2,3,2,2,4,2,3,4,5,5,3,3,3,2,3,3,4,2,3,3,3,1,2,2,5,2,5,2,1,1.8157886
60546,"GB",30,5,120,5,7,7,2,2,2,3,1,0,3,3,1,1,2,3,"Yes",4,0,0,0,0,1,0,0,0,1,5,4,2,9,4,3,5,4,3,2,1,4,2,5,2,2,2,4,3,5,9,3,3,3,0,2,2,"No",6,7,0,NA,NA,2,7,7,0,1,1,NA,0,1,0,1,1,1984,1983,1,1986,1,1993,1,3,2,2,1,1967,51,1,"town",2,16,11,1,NA,NA,"Employee",NA,1,3,0,NA,8,5,27,27,47,4,5223,0,0,NA,NA,"Yes, currently",1,6,1,1,"UKM",3,3,1,7,7,6,5,2,3,3,2,2,1,2,2,3,2,3,3,4,5,3,5,2,4,4,3,4,4,4,3,6,2,3,4,4,2,3,4,4,2.2475832
60566,"GB",45,5,300,6,6,6,2,2,2,2,3,2,5,5,2,1,2,2,"No",NA,0,0,0,1,1,1,1,1,0,0,NA,NA,8,3,2,3,5,6,1,1,5,1,8,1,1,1,10,9,10,8,6,4,4,0,2,2,"No",4,6,0,NA,NA,0,7,7,1,0,0,2013,0,0,0,1,1,2008,2009,0,NA,0,NA,0,NA,3,2,0,1996,22,6,"city",7,26,20,1,NA,NA,"Employee",NA,2,3,0,NA,7,5,28,28,88,2,2634,1,1,0,0,"Yes, previously",1,7,2,1,"UKI",2,2,3,5,8,6,5,3,3,2,2,2,2,3,2,5,4,3,3,1,4,2,3,4,2,5,2,3,3,2,1,3,5,3,4,3,2,1,3,2,4.0698724
60577,"GB",5,5,60,0,3,2,3,1,1,2,2,1,5,5,0,1,0,0,"Yes",NA,0,0,0,0,1,0,0,0,0,5,NA,NA,8,1,1,0,2,1,2,1,5,1,1,1,1,1,5,8,5,8,5,5,2,1,2,2,"No",3,0,0,NA,NA,0,7,7,1,1,1,NA,0,1,1,NA,1,2002,NA,1,2009,0,NA,1,2,2,4,0,1983,35,6,"village",4,18,14,1,NA,NA,"Employee",NA,1,4,0,NA,3,0,40,60,84,2,5412,0,0,NA,NA,"No",1,7,2,1,"UKF",2,2,2,10,7,7,7,3,4,3,2,2,4,2,4,5,2,3,3,4,2,1,2,1,5,1,2,2,3,2,1,5,2,2,1,1,1,1,1,2,2.7484937
60582,"GB",60,5,240,4,5,5,3,2,1,2,1,2,9,9,4,4,2,5,"Yes",4,0,0,0,0,0,0,0,0,1,6,4,2,9,2,1,4,5,10,1,2,4,2,5,2,3,3,2,6,1,9,3,3,2,0,2,1,"No",9,9,1,2,6,8,5,1,0,1,1,NA,0,1,1,1,1,1960,1965,1,1965,1,1965,1,3,10,4,1,1945,73,1,"town",2,15,10,6,1,2003,"Self-employed",4,NA,1,1,4,10,10,NA,100,55,5,1411,0,0,NA,NA,"No",4,NA,1,4,"UKM",4,2,2,9,3,9,2,4,4,2,3,1,1,1,1,4,4,4,3,2,5,2,5,4,6,3,2,1,6,4,2,5,2,6,2,4,1,3,2,6,2.553571
60591,"GB",30,5,120,3,4,5,2,4,3,3,3,5,8,9,2,5,4,1,"No",NA,0,0,0,0,0,0,0,1,1,5,1,3,7,7,5,8,7,5,2,2,3,4,5,2,3,3,6,5,5,7,5,2,2,0,2,2,"No",7,6,1,3,11,8,6,4,0,1,0,2004,1,0,0,1,1,2004,2004,1,2007,1,2007,1,1,3,3,0,1978,40,1,"town",5,23,17,1,NA,NA,"Employee",NA,1,5,0,NA,5,5,40,46,52,4,9333,0,1,1,0,"No",1,3,3,1,"UKE",3,3,2,6,6,7,6,3,3,3,3,2,1,1,2,3,3,3,2,2,5,1,4,2,4,5,2,4,4,1,2,3,2,5,5,5,2,1,2,4,2.5416446
60616,"GB",60,2,NA,4,6,5,4,2,2,1,3,0,4,4,0,0,0,0,"Yes",1,0,0,0,0,1,0,0,0,1,3,1,4,9,4,0,3,4,8,2,2,4,2,2,2,2,2,7,6,5,9,7,2,4,0,3,1,"No",5,2,0,NA,NA,2,6,7,0,1,1,NA,0,1,1,2,1,1961,1964,1,1970,1,1970,1,2,10,2,0,1945,73,5,"city",1,15,10,1,NA,NA,"Employee",NA,1,3,0,NA,4,4,20,20,85,4,8331,0,0,NA,NA,"Yes, previously",4,7,2,4,"UKG",2,2,2,5,0,3,3,2,1,4,2,2,2,2,4,4,2,4,4,2,5,2,2,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,2,2,2.8940487
60620,"GB",90,1,NA,6,6,9,2,2,1,2,3,7,9,0,1,8,5,5,"Yes",1,1,0,0,0,0,0,0,0,1,6,1,3,2,8,2,2,0,4,3,2,5,3,3,3,3,4,6,5,2,3,7,4,2,1,2,2,"Yes to some extent",10,2,1,2,2,5,6,6,0,1,1,NA,0,1,1,2,1,1948,1950,1,1951,1,1951,1,3,10,1,1,1934,84,5,"village",1,15,10,6,1,1976,"Employee",NA,1,4,1,100,7,6,38,38,14,4,2423,0,1,0,0,"No",4,2,1,NA,"UKF",3,3,3,9,8,4,4,4,4,3,2,2,4,2,4,5,2,4,4,2,5,2,5,2,2,2,2,3,5,2,2,6,2,6,2,4,1,2,3,5,1.1400592
60626,"GB",10,4,180,5,5,5,4,2,2,2,2,3,3,6,2,2,2,2,"Yes",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,10,5,3,3,9,9,1,3,3,3,5,3,3,3,2,2,2,10,6,6,4,0,2,2,"No",10,NA,1,2,2,5,6,7,0,1,1,NA,0,1,1,55,1,1978,1985,1,1985,1,1991,1,2,8,3,1,1961,58,3,"village",NA,16,12,1,NA,NA,"Employee",NA,1,3,0,NA,8,5,40,40,14,4,8150,0,0,NA,NA,"No",1,7,1,1,"UKF",2,2,1,9,9,9,9,2,2,3,1,1,3,4,4,2,3,3,3,1,5,2,1,1,1,2,3,1,1,1,1,2,3,2,1,2,1,2,1,1,3.4201777
60634,"GB",0,1,NA,8,8,8,4,3,2,1,1,3,8,1,0,3,3,4,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,9,8,6,6,5,9,3,1,5,3,3,4,4,4,3,3,2,8,7,3,1,0,1,3,"Yes a lot",8,6,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,55,1,1952,1957,1,1959,1,1959,1,2,10,1,0,1937,81,5,"town",1,15,11,6,1,1997,"Self-employed",0,NA,1,0,NA,10,10,30,30,43,5,7110,0,0,NA,NA,"Yes, previously",4,1,2,NA,"UKE",2,2,2,8,9,6,6,2,2,3,2,2,3,2,2,4,2,2,2,6,5,2,3,2,5,3,4,4,2,2,2,3,2,5,2,2,2,3,5,4,0.90186447
60637,"GB",60,5,120,10,10,10,2,2,2,1,4,2,0,3,0,0,0,4,"Yes",2,0,0,0,0,1,0,0,1,1,2,2,3,5,2,0,8,0,0,2,2,4,2,0,4,4,4,5,5,7,7,5,4,3,0,4,3,"Yes to some extent",0,0,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,1998,1996,1,1998,0,NA,1,2,10,1,1,1982,36,2,"town",1,14,9,1,NA,NA,"Employee",NA,1,1,0,NA,6,6,16,16,56,4,1412,0,1,1,1,"No",1,2,2,NA,"UKG",1,1,1,10,10,10,10,4,4,4,1,2,1,1,4,5,4,5,4,3,5,1,1,1,6,1,1,1,1,1,1,3,1,3,2,2,2,2,3,1,1.4888468
