"idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtcgb","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","lrscale","prtclcgb","prtdgcl","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdngb","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","blgetmg","facntr","mocntr","vteumbgb","evpdemp","pdempyr","lvpntyr","evlvptn","lvptnyr","evmar","maryr","bthcld","nbthcld","plnftr","hhmmb","gndr","yrbrn","agea","maritalb","domicil","eisced","edagegb","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","region","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","anweight"
60758,"GB",60,5,180,10,9,7,1,3,4,3,4,7,9,9,5,5,7,8,"Yes",3,1,0,1,0,1,0,1,1,0,5,NA,NA,9,6,7,8,5,4,4,1,5,1,7,1,1,1,8,8,9,9,7,4,3,0,2,3,"Yes to some extent",8,8,1,2,2,7,4,4,0,1,1,NA,0,1,1,1,1,1997,1997,1,1997,1,2005,1,2,4,4,1,1981,37,1,"village",6,18,19,8,NA,NA,"Working for own family business",NA,1,1,0,NA,1,10,20,20,30,4,1321,0,0,NA,NA,"No",1,9,2,1,"UKJ",4,3,3,9,9,3,3,4,3,2,3,2,4,2,2,3,4,4,4,2,5,1,4,5,3,5,1,4,4,3,2,3,2,2,2,5,1,3,4,2,1.8682693
60846,"GB",5,5,240,3,8,4,2,2,1,2,1,4,9,9,1,1,0,2,"Yes",2,1,0,0,1,0,0,0,1,0,NA,NA,NA,8,5,1,0,9,3,2,1,5,1,0,2,2,2,5,8,5,9,2,4,3,0,2,3,"No",9,0,0,NA,NA,0,6,7,0,1,1,NA,0,1,1,2,1,1994,2000,1,2001,1,2015,1,2,3,4,0,1977,41,1,"town",1,16,11,1,NA,NA,"Employee",NA,1,1,0,NA,3,2,39,39,96,4,5100,0,0,NA,NA,"Yes, currently",1,6,2,1,"UKG",3,3,2,10,4,10,4,3,2,3,2,2,2,2,5,4,2,3,4,2,1,3,2,3,1,2,2,3,3,3,3,2,2,1,3,4,2,3,4,1,4.07802
60893,"GB",30,5,90,4,8,8,2,2,1,1,1,2,2,5,1,1,1,1,"Yes",1,0,0,0,0,0,0,0,0,1,NA,1,3,10,1,3,3,8,10,2,1,5,5,NA,2,2,2,7,7,7,10,7,2,2,0,3,2,"No",10,5,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,2001,1999,1,2002,1,2012,1,1,7,3,1,1983,35,1,"suburbs",2,18,14,1,NA,NA,"Employee",NA,2,5,0,NA,10,8,29,29,47,4,5240,0,0,NA,NA,"No",1,8,2,1,"UKF",2,3,3,5,8,5,5,2,3,3,2,1,2,2,2,4,2,4,4,5,5,3,2,2,4,5,2,2,4,5,2,5,2,5,4,3,2,3,5,2,2.0068982
60924,"GB",60,5,60,9,8,10,1,2,2,1,2,0,5,10,0,3,5,3,"Yes",4,0,0,0,0,1,0,0,0,1,4,4,2,7,0,0,5,0,6,2,2,5,2,3,1,1,2,5,7,5,8,5,4,3,1,2,3,"Yes to some extent",0,0,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,1995,1998,1,2000,0,NA,1,1,7,2,1,1975,43,6,"town",5,19,16,1,NA,NA,"Employee",NA,1,2,1,5,8,8,16,18,88,2,5311,1,0,NA,NA,"No",1,1,4,1,"UKM",1,2,1,5,8,0,3,4,4,2,1,1,3,3,2,3,2,2,4,1,6,2,2,3,1,5,2,1,5,1,1,5,4,2,6,5,1,3,3,3,1.1237916
60933,"GB",40,5,60,7,7,4,1,2,2,2,4,0,8,8,0,0,0,7,"Yes",1,0,0,0,0,1,0,0,0,1,8,1,2,8,8,0,9,7,8,4,2,4,5,0,3,3,4,5,2,1,8,5,3,3,1,1,1,"No",10,0,1,2,2,5,4,1,0,1,1,NA,0,1,1,2,1,1980,1986,1,1990,1,1990,1,2,1,2,0,1962,56,1,"village",4,18,16,1,NA,NA,"Employee",NA,1,3,1,10,10,10,40,55,68,4,1439,0,0,NA,NA,"No",1,8,1,1,"UKF",4,2,3,10,10,5,5,4,4,2,2,2,5,1,4,2,1,2,4,5,5,2,2,3,4,2,4,2,4,2,4,2,2,4,4,3,2,2,1,5,1.9505227
60937,"GB",60,4,120,5,9,8,3,1,1,1,2,4,5,10,1,0,0,5,"Yes",1,0,0,0,0,1,0,1,0,1,NA,1,3,5,4,0,8,8,10,3,2,4,4,5,1,3,NA,7,NA,NA,8,7,3,1,0,3,3,"Yes to some extent",10,0,0,NA,NA,6,6,4,0,1,1,NA,0,1,1,1,1,1961,1965,1,1965,1,1965,1,3,8,1,1,1943,75,4,"town",4,18,13,6,1,2003,"Employee",NA,1,3,0,NA,8,0,60,60,56,2,1412,0,1,0,0,"No",4,NA,2,NA,"UKC",2,1,1,8,2,8,2,4,3,4,NA,1,2,2,4,2,4,4,4,5,5,5,5,2,5,5,NA,5,5,1,1,NA,NA,5,2,5,2,2,2,5,1.0453846
61032,"GB",30,5,120,6,3,5,4,1,1,2,1,1,5,3,2,2,3,3,"Yes",2,0,0,0,0,0,0,0,0,1,3,2,3,7,4,1,2,6,7,1,1,4,3,3,2,3,4,2,2,1,6,6,3,1,0,3,4,"Yes to some extent",7,4,1,2,2,3,7,1,0,1,1,NA,0,NA,1,1,1,1961,1966,1,1966,1,1966,1,2,8,1,1,1946,73,5,"town",1,15,10,8,1,1992,"Employee",NA,1,5,0,NA,4,0,39,39,86,2,5321,0,1,0,0,"Yes, previously",4,2,1,NA,"UKH",2,2,3,2,2,2,2,3,2,4,2,1,2,2,1,4,4,4,4,5,4,2,5,2,4,4,2,1,5,1,3,5,2,6,2,4,3,2,5,4,1.0279429
61039,"GB",180,5,45,7,8,7,2,3,2,4,2,6,7,7,7,5,4,6,"Yes",1,0,0,0,0,0,0,0,0,1,8,1,2,9,5,7,7,6,9,2,1,4,1,5,3,2,3,8,7,4,8,5,1,2,0,1,2,"No",10,6,0,NA,NA,3,6,7,0,1,1,NA,0,1,1,1,1,1963,1965,1,1965,1,1965,1,1,3,1,1,1941,77,4,"village",4,20,15,6,1,1976,"Employee",NA,1,1,0,NA,0,0,NA,NA,71,1,7543,0,0,NA,NA,"No",4,1,1,NA,"UKG",4,5,2,9,8,9,6,4,3,1,1,1,4,2,2,3,2,4,4,3,6,5,4,3,5,6,3,4,6,1,3,5,3,6,2,4,5,1,6,4,1.6915392
61052,"GB",5,5,300,5,5,5,1,2,4,3,2,2,6,6,2,6,NA,7,"Yes",2,1,1,0,0,1,0,1,0,1,4,6,3,5,3,1,4,3,5,3,1,5,2,5,1,1,1,5,10,7,7,2,3,2,0,3,2,"No",7,7,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1979,1983,1,1983,1,1992,1,3,5,4,0,1962,56,1,"town",2,18,14,1,NA,NA,"Self-employed",0,NA,2,1,1,5,2,NA,40,43,4,7411,0,1,1,0,"Yes, previously",1,6,2,2,"UKE",3,2,2,9,4,3,3,3,3,1,1,1,4,2,1,4,4,4,4,1,4,1,1,1,2,5,1,4,4,1,1,3,1,4,4,4,1,1,4,4,1.8037289
61074,"GB",30,5,540,5,6,6,3,3,1,3,1,5,6,7,4,4,4,5,"Yes",3,0,0,0,0,0,0,0,0,0,5,NA,NA,8,6,5,5,7,4,3,1,5,1,5,2,2,2,5,7,5,9,4,3,2,0,2,4,"Yes to some extent",7,4,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2004,2004,1,2008,1,2008,1,2,6,4,1,1988,30,1,"village",4,16,13,1,NA,NA,"Employee",NA,1,5,1,1,9,7,37,41,86,2,2421,0,1,0,0,"Yes, currently",1,5,2,1,"UKC",3,3,2,10,8,10,10,4,3,2,2,2,2,2,2,3,2,3,2,3,4,1,4,1,3,2,1,1,4,4,1,4,3,3,2,3,1,2,2,2,2.8858106
61187,"GB",60,5,60,8,7,7,2,2,3,1,2,9,9,10,3,5,5,7,"Yes",4,0,0,0,0,0,0,0,1,1,5,4,2,7,5,4,8,5,5,2,1,5,2,5,1,1,1,8,7,5,8,3,3,1,0,2,1,"No",2,2,1,1,1,9,6,6,0,1,1,NA,0,1,1,55,1,1978,1979,1,1979,1,1979,1,3,9,1,1,1960,58,1,"town",4,17,12,1,NA,NA,"Employee",NA,1,3,0,NA,2,0,13,13,56,1,9412,0,0,NA,NA,"Yes, currently",1,2,4,NA,"UKM",5,2,2,10,10,1,1,4,4,3,1,2,2,1,1,3,4,2,4,6,5,1,1,1,5,2,3,1,4,2,4,4,4,6,1,3,2,3,1,6,2.553571
61260,"GB",60,5,180,7,6,8,3,3,2,2,1,3,3,3,2,2,2,2,"No",NA,0,0,0,0,1,0,1,1,0,5,NA,NA,1,3,2,3,2,3,2,1,5,1,4,3,3,3,5,0,3,4,5,4,2,1,4,3,"Yes to some extent",1,1,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1987,1987,1,1992,1,2000,1,3,10,4,1,1973,45,4,"town",7,16,17,3,1,2000,"Employee",NA,2,5,0,NA,0,0,40,40,88,2,5322,0,1,1,1,"Yes, previously",6,1,4,6,"UKC",3,2,2,3,0,3,3,2,3,4,4,4,3,4,4,2,4,4,5,1,6,5,2,5,5,6,2,2,5,1,1,5,3,1,6,5,2,1,6,5,1.840237
61296,"GB",65,5,60,3,7,6,2,1,2,2,3,3,2,5,0,6,0,4,"Yes",1,0,0,0,0,0,0,0,0,1,8,1,2,9,4,5,3,3,5,3,2,4,5,2,3,3,3,6,7,3,9,5,4,4,0,3,3,"Yes to some extent",7,2,0,NA,NA,2,7,7,0,1,1,NA,0,1,1,2,1,1947,1952,1,1952,1,1952,1,2,4,1,0,1931,87,1,"town",7,17,12,6,1,1993,"Employee",NA,3,5,1,25,8,4,80,70,42,4,1324,0,0,NA,NA,"Yes, previously",4,7,1,NA,"UKJ",2,3,2,9,8,7,2,4,2,4,1,4,3,2,2,4,2,4,5,3,5,2,5,3,1,2,5,2,5,3,1,2,1,5,1,3,1,1,2,5,0.9078943
61303,"GB",60,5,600,6,8,7,2,4,4,4,3,9,8,9,9,9,6,6,"Yes",1,0,0,0,0,0,0,0,0,1,7,1,1,8,8,9,9,9,9,4,2,5,2,5,2,2,2,5,6,6,8,4,4,2,0,2,3,"No",6,6,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1984,1993,1,2001,1,2001,0,NA,10,2,1,1967,51,1,"town",3,17,12,1,NA,NA,"Employee",NA,1,2,0,NA,8,6,27,30,53,4,4311,0,1,0,1,"No",1,6,2,1,"UKH",4,4,4,10,7,8,8,3,3,1,1,1,4,2,2,3,2,3,2,2,5,2,3,1,4,2,2,2,2,2,2,2,1,5,1,2,2,2,2,2,1.8095343
61318,"GB",60,5,120,10,10,8,1,4,5,4,5,7,8,8,7,7,9,9,"Yes",2,1,1,1,1,1,1,1,1,1,2,2,2,10,8,6,8,6,7,1,1,5,2,10,1,1,1,10,10,10,10,5,6,3,0,2,1,"No",8,10,1,1,1,8,2,2,0,1,1,NA,0,1,1,1,1,1989,1980,1,1994,1,1994,1,3,4,5,1,1964,54,1,"village",7,25,20,1,NA,NA,"Employee",NA,1,3,0,NA,7,2,21,40,85,2,2330,0,0,NA,NA,"Yes, currently",1,8,1,1,"UKM",5,3,3,8,7,9,8,3,2,1,3,2,1,2,1,5,4,2,3,4,6,1,5,3,4,1,1,1,6,4,1,6,4,5,2,5,3,1,3,5,5.618959
61391,"GB",120,5,120,3,3,4,2,1,1,1,3,0,3,7,0,0,0,7,"No",NA,0,0,0,1,0,0,1,1,0,5,NA,NA,5,5,0,0,3,3,1,1,5,1,0,NA,NA,NA,NA,NA,NA,8,5,6,3,0,2,2,"No",7,0,0,NA,NA,2,6,7,1,1,1,NA,0,1,1,2,1,1988,1990,1,1992,1,1992,1,2,4,1,0,1971,47,4,"town",5,18,20,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,50,50,35,5,7233,1,0,NA,NA,"No",1,NA,2,NA,"UKC",1,1,1,10,5,10,10,4,3,4,1,2,2,2,2,5,2,4,4,2,4,2,6,5,2,4,2,5,3,1,1,6,3,2,6,4,4,2,2,1,1.2601242
61431,"GB",60,5,150,7,3,5,2,2,3,4,3,7,9,8,4,2,6,8,"Yes",1,0,0,0,0,0,0,1,1,0,7,NA,NA,8,5,2,5,2,6,4,2,4,3,2,2,2,2,5,3,5,8,6,3,3,0,1,1,"No",1,0,0,NA,NA,0,7,7,0,1,1,NA,0,0,1,2,1,1980,1963,1,1979,0,NA,1,2,7,3,0,1958,60,6,"village",6,21,16,6,1,2016,"Employee",NA,1,4,1,40,9,8,40,60,11,4,2149,0,0,NA,NA,"Yes, previously",4,7,1,4,"UKG",4,3,3,10,8,7,5,4,4,3,3,2,4,2,4,4,2,3,4,3,4,5,3,3,4,5,5,5,3,2,4,5,4,2,3,3,4,1,6,2,4.3410726
61470,"GB",60,5,180,7,7,8,2,3,3,3,3,4,6,8,6,6,6,6,"Yes",12,0,0,0,0,0,0,0,0,1,6,12,2,9,5,4,5,7,7,2,1,5,1,7,1,1,1,6,8,8,10,7,6,4,1,2,2,"No",7,8,1,1,1,5,5,6,0,1,1,NA,0,1,0,1,1,1978,1984,1,1984,1,1984,1,4,7,2,1,1962,56,1,"town",4,18,14,6,1,2017,"Working for own family business",NA,3,1,0,NA,10,10,20,20,47,4,1420,0,1,0,0,"Yes, previously",4,3,2,4,"UKN",3,5,5,10,10,6,5,3,2,2,2,3,4,2,2,2,2,4,4,4,5,3,4,5,2,5,2,3,2,3,1,5,1,3,5,3,1,4,5,1,2.035618
61483,"GB",60,5,720,7,7,5,3,3,4,4,2,5,7,5,4,5,5,7,"No",NA,0,0,0,0,1,0,0,1,0,6,NA,NA,6,4,6,5,3,5,3,2,4,2,5,1,1,1,7,5,5,8,6,3,3,0,1,2,"Yes to some extent",3,3,1,1,1,6,5,3,0,1,0,2002,0,0,0,1,1,2016,0,0,NA,0,NA,0,NA,9,4,0,2000,18,6,"village",2,NA,13,2,1,2018,"Employee",NA,3,2,0,NA,0,0,NA,15,56,4,9412,0,1,0,1,"No",1,NA,2,1,"UKJ",4,3,2,10,10,3,3,3,2,1,1,1,4,2,4,5,4,3,2,4,5,4,4,5,3,2,2,2,4,4,2,4,2,3,4,5,1,4,1,3,6.6147842
61537,"GB",10,5,240,5,5,7,3,3,3,3,3,6,3,3,3,3,5,5,"Yes",2,0,0,0,0,0,0,0,0,1,4,2,2,8,5,5,7,2,9,3,1,4,2,5,2,2,2,5,9,9,9,3,5,2,0,2,2,"No",4,4,1,4,13,6,6,6,0,1,1,NA,0,1,1,1,0,NA,2011,1,2014,1,2015,1,1,1,3,1,1991,27,1,"town",7,23,18,1,NA,NA,"Employee",NA,1,1,1,10,6,6,37,37,47,4,1420,0,0,NA,NA,"No",1,7,1,1,"UKG",4,3,1,10,4,2,3,3,3,2,NA,1,3,2,3,3,4,4,4,2,2,4,2,2,6,3,1,2,1,1,1,1,1,3,2,1,1,1,3,2,4.6695375
61571,"GB",60,1,NA,3,10,10,2,3,1,3,2,5,8,9,8,8,6,7,"No",NA,0,0,0,0,0,0,0,0,1,4,2,2,10,6,5,5,6,8,3,1,5,2,6,2,2,2,7,8,5,10,5,4,2,0,2,3,"No",8,5,1,2,2,10,3,1,0,1,1,NA,0,1,1,1,1,1958,1965,1,1965,1,1967,1,2,1,1,0,1942,76,5,"suburbs",1,15,10,6,1,2010,"Employee",NA,3,5,0,NA,0,0,15,15,84,1,9629,0,0,NA,NA,"Yes, previously",4,3,2,NA,"UKC",4,4,4,7,7,8,5,3,3,2,1,1,3,2,2,2,2,2,2,5,3,1,5,2,3,3,2,2,2,2,2,3,2,5,2,2,1,2,1,2,0.8942722
61652,"GB",90,5,1080,3,3,5,3,2,2,2,1,3,7,5,2,2,1,5,"Yes",2,0,0,0,0,1,0,1,1,0,5,NA,NA,3,2,3,5,1,1,2,2,3,3,0,2,2,3,4,8,8,3,2,0,1,0,2,2,"No",1,0,1,1,1,8,7,1,1,1,0,2011,1,0,0,2,0,NA,1988,1,2011,1,2011,1,3,2,5,1,1977,41,1,"town",6,24,20,8,1,2010,"Employee",NA,1,2,0,NA,2,2,40,40,51,4,4221,0,1,1,1,"No",1,8,2,9,"UKJ",3,3,2,0,0,1,0,3,2,2,4,3,3,1,2,5,4,4,3,2,4,2,5,1,5,4,1,1,5,4,5,3,1,1,1,5,3,5,1,4,1.8682693
61658,"GB",0,5,540,2,5,8,4,NA,1,1,1,8,8,8,6,6,9,9,"Not eligible to vote",NA,0,0,0,0,0,0,0,0,1,3,2,4,7,7,NA,8,8,8,2,1,5,1,8,2,2,2,8,8,7,8,7,2,4,0,2,1,"No",4,6,0,NA,NA,0,7,7,0,0,0,2009,0,0,0,65,1,2009,2009,1,2010,0,NA,0,NA,2,1,1,1983,35,6,"town",7,24,18,1,NA,NA,"Employee",NA,1,5,0,NA,7,0,40,45,64,4,4225,0,0,NA,NA,"No",1,6,1,NA,"UKE",3,3,4,9,9,9,8,4,3,2,1,1,1,1,2,4,3,4,4,3,5,1,3,1,1,5,4,2,2,1,2,5,2,1,3,3,1,1,5,2,0.9279302
61757,"GB",240,5,420,2,5,5,1,2,5,2,5,0,2,10,0,0,0,10,"Yes",1,1,0,1,0,1,0,0,1,0,8,NA,NA,6,2,0,0,3,2,4,3,5,4,0,2,2,2,5,0,3,6,4,1,4,0,1,2,"No",8,0,1,1,1,10,2,1,1,1,1,NA,0,1,1,55,1,1971,1971,1,1979,1,1979,1,2,0,2,0,1955,64,1,"village",6,16,14,1,NA,NA,"Self-employed",1,NA,1,0,NA,8,10,0,20,71,5,3257,0,0,NA,NA,"Yes, previously",2,10,2,2,"UKF",1,1,1,8,8,8,2,2,2,2,3,3,5,2,3,4,3,5,4,3,5,1,6,1,2,2,1,1,3,3,1,5,1,4,2,6,1,1,1,1,1.9505227
61780,"GB",0,5,60,4,5,7,4,3,2,4,2,7,10,4,2,7,7,8,"Not eligible to vote",NA,0,0,0,0,0,0,0,0,1,10,2,2,7,8,6,6,5,7,2,2,4,2,8,3,2,2,6,4,9,10,5,0,2,0,2,1,"No",7,7,1,6,19,8,3,1,0,1,0,2012,1,1,0,1,1,2016,0,0,NA,0,NA,0,NA,5,5,0,2000,19,6,"town",2,18,11,1,NA,NA,"Employee",NA,1,4,0,NA,8,5,40,42,56,4,9321,0,1,0,1,"No",1,NA,1,1,"UKJ",4,4,3,10,7,10,8,2,3,2,1,2,2,2,2,4,2,2,4,3,1,2,2,5,2,5,2,2,1,1,2,3,4,2,1,5,1,1,1,1,4.961088
61794,"GB",10,1,NA,4,8,5,4,1,1,2,2,0,0,0,1,3,NA,1,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,10,5,0,1,4,10,3,1,5,2,4,2,3,3,5,3,1,10,6,4,2,0,2,1,"No",10,5,1,2,2,6,4,4,0,1,1,NA,0,1,1,2,1,1957,1961,1,1961,1,1961,1,5,10,1,0,1942,76,4,"city",1,15,10,6,1,2004,"Employee",NA,1,5,0,NA,5,0,42,60,17,4,9321,0,0,NA,NA,"Yes, previously",4,1,1,NA,"UKD",1,1,1,6,7,5,3,3,2,2,1,1,2,3,2,3,3,4,3,1,5,4,5,4,5,6,5,2,5,1,1,4,2,5,2,4,3,1,4,1,0.99905384
61853,"GB",10,5,180,7,7,7,2,2,2,2,5,7,9,9,5,2,NA,NA,"Yes",1,0,0,0,0,0,0,1,1,1,5,1,2,9,9,9,9,NA,8,4,1,5,2,NA,1,1,1,8,5,9,10,4,4,4,0,1,1,"No",5,0,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,1986,1989,1,1992,1,2007,1,2,3,2,0,1970,48,1,"town",2,16,11,1,NA,NA,"Employee",NA,1,2,1,16,10,10,40,45,47,4,5221,0,0,NA,NA,"No",1,10,1,1,"UKM",2,2,1,10,10,10,8,2,4,1,1,1,4,2,2,3,2,4,4,2,3,2,2,2,2,3,2,4,2,2,2,2,2,2,3,2,2,2,5,2,3.0781176
61865,"GB",5,5,900,5,6,5,3,2,1,2,1,0,5,0,0,0,0,0,"No",NA,0,0,0,0,0,1,0,0,0,6,NA,NA,8,0,0,0,0,3,2,2,4,2,0,2,2,3,4,0,7,10,7,0,2,0,3,1,"No",6,6,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,55,1,1968,1993,1,1986,1,1968,1,4,9,1,0,1957,61,4,"suburbs",1,16,11,3,1,2017,"Employee",NA,2,3,0,NA,10,0,40,40,41,4,9313,0,1,1,1,"No",8,1,4,NA,"UKJ",2,2,2,10,10,10,6,3,3,4,2,1,2,2,2,2,2,3,2,1,5,2,2,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0.9078943
61881,"GB",60,5,60,3,3,5,3,3,1,2,1,3,5,6,2,2,NA,NA,"Yes",2,0,0,0,0,1,0,0,0,0,NA,NA,NA,7,3,3,4,7,3,2,1,5,3,NA,3,3,3,1,2,0,6,6,1,2,0,2,1,"No",9,3,1,2,5,7,5,2,1,1,1,NA,0,1,1,2,1,1976,1976,1,1976,1,1979,1,2,1,5,1,1959,59,4,"village",5,16,11,1,NA,NA,"Employee",NA,1,4,1,3,8,7,40,45,81,4,4311,0,0,NA,NA,"Yes, currently",1,7,1,1,"UKG",3,2,1,9,9,9,9,4,3,2,1,1,3,2,4,3,2,2,2,2,5,2,2,1,2,2,2,2,5,3,1,3,2,2,2,NA,2,1,1,1,5.074619
61905,"GB",180,4,180,5,6,5,1,2,3,1,3,1,1,8,1,3,0,NA,"Yes",8,0,0,0,0,0,0,0,0,0,5,NA,NA,10,5,4,1,5,8,3,1,4,2,5,2,2,2,5,5,5,8,6,3,3,0,3,2,"Yes to some extent",10,5,1,2,2,5,7,7,0,1,1,NA,0,1,1,2,1,1953,1953,1,1960,1,1960,1,1,10,2,1,1937,81,1,"town",5,16,12,6,1,2001,"Employee",NA,2,3,1,3,10,8,21,32,87,4,2221,0,0,NA,NA,"Yes, previously",4,5,1,4,"UKE",3,2,1,10,10,5,5,4,3,4,NA,2,3,2,2,5,3,3,3,3,3,3,3,3,4,4,4,3,4,1,1,3,1,5,1,3,1,1,1,4,4.217038
61919,"GB",60,5,60,6,7,8,2,3,NA,3,1,6,8,8,3,3,4,4,"Yes",10,0,0,0,0,0,0,1,0,0,5,NA,NA,8,7,6,8,7,6,2,2,4,4,5,2,2,2,6,3,7,7,6,3,2,0,2,2,"No",5,5,1,1,1,3,5,5,0,0,0,2006,0,0,0,1,1,1988,1988,1,1988,1,1988,1,5,3,3,0,1970,48,1,"suburbs",2,18,11,1,NA,NA,"Employee",NA,1,5,0,NA,8,NA,38,40,52,4,9333,0,1,0,1,"No",1,5,2,1,"UKN",3,3,3,8,8,8,8,3,3,3,2,3,3,4,3,3,3,3,3,1,2,1,3,1,5,3,2,NA,2,2,2,4,2,6,5,2,1,2,2,2,3.680651
61942,"GB",30,5,600,8,6,6,2,2,3,1,3,2,7,9,0,0,7,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,NA,NA,7,4,1,7,3,2,1,3,3,3,5,2,2,2,7,8,6,8,2,3,2,0,2,2,"No",6,5,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2002,2003,1,2003,1,2003,1,2,4,4,0,1975,44,1,"town",4,18,13,1,NA,NA,"Employee",NA,1,4,0,NA,7,1,40,45,92,4,3310,0,0,NA,NA,"No",1,7,1,1,"UKJ",2,3,2,7,8,4,3,4,2,3,1,2,4,2,2,5,4,3,4,5,2,4,4,1,4,3,2,1,2,1,1,4,1,2,1,3,1,1,5,3,2.5586395
61982,"GB",60,1,NA,8,8,8,3,3,2,2,2,8,8,8,8,7,4,10,"Yes",1,0,0,0,0,0,0,0,0,1,7,1,3,7,7,7,8,8,9,3,NA,NA,NA,4,2,2,4,7,8,8,8,5,3,1,0,2,2,"No",9,5,1,2,2,8,7,7,0,1,1,NA,0,1,1,2,1,1943,1951,1,1952,1,1952,1,2,10,1,0,1928,90,5,"town",1,11,6,6,1,1993,"Employee",NA,1,3,0,NA,10,0,49,49,29,4,7543,0,0,NA,NA,"No",6,1,1,NA,"UKJ",3,3,3,2,0,10,NA,NA,NA,NA,NA,NA,4,2,2,4,2,4,4,4,5,5,4,2,3,2,2,2,5,2,2,NA,2,5,2,2,2,1,4,3,0.9078943
62009,"GB",60,3,NA,6,7,8,3,4,2,3,2,7,8,8,6,6,5,5,"Yes",1,0,0,0,0,0,0,0,0,0,5,NA,NA,8,6,6,5,6,6,2,4,2,4,6,2,2,2,6,6,2,9,6,4,4,0,1,2,"No",7,5,0,NA,NA,3,7,7,0,1,1,NA,0,1,1,2,1,1972,1974,1,1975,1,1975,1,2,2,2,0,1957,61,1,"suburbs",1,15,10,1,NA,NA,"Employee",NA,1,4,0,NA,3,2,37,37,53,4,4412,0,0,NA,NA,"Yes, currently",1,6,1,1,"UKK",3,4,4,6,7,8,5,2,1,3,1,1,2,4,4,2,1,1,2,2,2,2,3,2,2,1,2,2,1,1,1,2,2,3,2,4,3,1,1,1,1.9150739
62018,"GB",120,5,60,7,5,7,1,3,4,3,4,4,5,6,4,4,4,4,"Yes",1,0,0,0,0,0,0,0,0,0,6,NA,NA,8,7,6,6,6,7,2,2,4,2,6,3,3,3,9,7,7,8,4,2,2,0,1,2,"No",8,8,1,2,2,3,5,7,0,1,1,NA,0,1,1,1,1,1989,1992,1,2003,1,2010,1,2,8,4,0,1968,50,1,"suburbs",7,26,19,1,NA,NA,"Self-employed",1,NA,1,0,NA,5,5,40,40,NA,5,2511,0,0,NA,NA,"No",2,7,2,2,"UKJ",3,3,3,8,8,5,5,2,3,2,1,1,3,4,2,3,2,2,2,2,5,2,2,5,2,5,5,3,3,1,1,3,2,1,2,4,1,1,3,2,2.5586395
62083,"GB",60,1,NA,0,5,7,3,1,5,1,4,1,5,7,0,0,0,7,"No",NA,0,0,0,0,1,0,0,1,0,5,NA,NA,10,2,0,0,4,10,2,1,5,2,5,2,2,2,9,5,5,10,7,4,1,0,1,2,"No",5,0,0,NA,NA,5,7,7,0,1,1,NA,0,1,1,2,1,1980,1980,1,1984,1,1990,1,2,10,2,0,1964,55,1,"countryside",4,16,20,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,40,40,1,5,7200,0,0,NA,NA,"No",1,10,2,2,"UKK",2,2,2,10,10,10,5,2,2,1,1,1,2,2,2,2,4,3,3,1,5,2,3,2,3,2,1,1,1,2,2,1,2,3,2,4,1,1,1,1,1.9150739
